price,quantity,type,timestamp
37436000,0.1086,1,2023-05-08 20:04:34
37437000,0.0524,1,2023-05-08 20:04:34
price,quantity,type,timestamp
37420000,0.0827,0,2023-05-08 20:04:35
37419000,0.0234,0,2023-05-08 20:04:35
37418000,0.0833,0,2023-05-08 20:04:35
37417000,0.0151,0,2023-05-08 20:04:35
37415000,0.0477,0,2023-05-08 20:04:35
37429000,0.0625,1,2023-05-08 20:04:35
37430000,0.106,1,2023-05-08 20:04:35
37432000,1.333,1,2023-05-08 20:04:35
37436000,0.1086,1,2023-05-08 20:04:35
37437000,0.0524,1,2023-05-08 20:04:35
price,quantity,type,timestamp
37420000,0.0827,0,2023-05-08 20:04:37
37419000,0.0234,0,2023-05-08 20:04:37
37418000,0.0833,0,2023-05-08 20:04:37
37417000,0.0151,0,2023-05-08 20:04:37
37415000,0.0477,0,2023-05-08 20:04:37
37429000,0.0625,1,2023-05-08 20:04:37
37430000,0.106,1,2023-05-08 20:04:37
37432000,1.333,1,2023-05-08 20:04:37
37436000,0.1086,1,2023-05-08 20:04:37
37437000,0.0524,1,2023-05-08 20:04:37
price,quantity,type,timestamp
37420000,0.0827,0,2023-05-08 20:04:38
37419000,0.0234,0,2023-05-08 20:04:38
37418000,0.0833,0,2023-05-08 20:04:38
37417000,0.0151,0,2023-05-08 20:04:38
37415000,0.0477,0,2023-05-08 20:04:38
37429000,0.0625,1,2023-05-08 20:04:38
37430000,0.106,1,2023-05-08 20:04:38
37432000,1.333,1,2023-05-08 20:04:38
37436000,0.1086,1,2023-05-08 20:04:38
37437000,0.0524,1,2023-05-08 20:04:38
price,quantity,type,timestamp
37420000,0.0827,0,2023-05-08 20:04:39
37419000,0.0234,0,2023-05-08 20:04:39
37418000,0.0833,0,2023-05-08 20:04:39
37417000,0.0151,0,2023-05-08 20:04:39
37415000,0.0477,0,2023-05-08 20:04:39
37429000,0.0625,1,2023-05-08 20:04:39
37430000,0.106,1,2023-05-08 20:04:39
37432000,1.333,1,2023-05-08 20:04:39
37436000,0.1086,1,2023-05-08 20:04:39
37437000,0.0524,1,2023-05-08 20:04:39
price,quantity,type,timestamp
37420000,0.0827,0,2023-05-08 20:04:41
37419000,0.0234,0,2023-05-08 20:04:41
37418000,0.0833,0,2023-05-08 20:04:41
37417000,0.0151,0,2023-05-08 20:04:41
37415000,0.0477,0,2023-05-08 20:04:41
37429000,0.0625,1,2023-05-08 20:04:41
37430000,0.106,1,2023-05-08 20:04:41
37432000,1.333,1,2023-05-08 20:04:41
37436000,0.1086,1,2023-05-08 20:04:41
37437000,0.0524,1,2023-05-08 20:04:41
price,quantity,type,timestamp
37420000,0.0827,0,2023-05-08 20:04:42
37419000,0.0234,0,2023-05-08 20:04:42
37418000,0.0833,0,2023-05-08 20:04:42
37417000,0.0151,0,2023-05-08 20:04:42
37415000,0.0477,0,2023-05-08 20:04:42
37429000,0.0625,1,2023-05-08 20:04:42
37430000,0.106,1,2023-05-08 20:04:42
37432000,1.333,1,2023-05-08 20:04:42
37436000,0.1086,1,2023-05-08 20:04:42
37437000,0.0524,1,2023-05-08 20:04:42
price,quantity,type,timestamp
37420000,0.0411,0,2023-05-08 20:04:43
37419000,0.0234,0,2023-05-08 20:04:43
37418000,0.0833,0,2023-05-08 20:04:43
37417000,0.0151,0,2023-05-08 20:04:43
37415000,0.0477,0,2023-05-08 20:04:43
37429000,0.0786,1,2023-05-08 20:04:43
37430000,0.106,1,2023-05-08 20:04:43
37432000,1.333,1,2023-05-08 20:04:43
37436000,0.1086,1,2023-05-08 20:04:43
37437000,0.0524,1,2023-05-08 20:04:43
price,quantity,type,timestamp
37420000,0.0411,0,2023-05-08 20:04:44
37419000,0.0234,0,2023-05-08 20:04:44
37418000,0.0833,0,2023-05-08 20:04:44
37417000,0.0151,0,2023-05-08 20:04:44
37415000,0.0477,0,2023-05-08 20:04:44
37429000,0.0786,1,2023-05-08 20:04:44
37430000,0.106,1,2023-05-08 20:04:44
37432000,1.333,1,2023-05-08 20:04:44
37436000,0.1086,1,2023-05-08 20:04:44
37437000,0.0524,1,2023-05-08 20:04:44
price,quantity,type,timestamp
37420000,0.0411,0,2023-05-08 20:04:46
37419000,0.0234,0,2023-05-08 20:04:46
37418000,0.0833,0,2023-05-08 20:04:46
37417000,0.0151,0,2023-05-08 20:04:46
37415000,0.0477,0,2023-05-08 20:04:46
37429000,0.0786,1,2023-05-08 20:04:46
37430000,0.106,1,2023-05-08 20:04:46
37432000,1.333,1,2023-05-08 20:04:46
37436000,0.1086,1,2023-05-08 20:04:46
37437000,0.0524,1,2023-05-08 20:04:46
price,quantity,type,timestamp
37420000,0.0309,0,2023-05-08 20:04:48
37419000,0.0234,0,2023-05-08 20:04:48
37418000,0.0833,0,2023-05-08 20:04:48
37417000,0.0151,0,2023-05-08 20:04:48
37415000,0.0477,0,2023-05-08 20:04:48
37429000,0.0786,1,2023-05-08 20:04:48
37430000,0.106,1,2023-05-08 20:04:48
37432000,1.333,1,2023-05-08 20:04:48
37436000,0.1086,1,2023-05-08 20:04:48
37437000,0.0524,1,2023-05-08 20:04:48
price,quantity,type,timestamp
37420000,0.0309,0,2023-05-08 20:04:49
37419000,0.0234,0,2023-05-08 20:04:49
37418000,0.0833,0,2023-05-08 20:04:49
37417000,0.0151,0,2023-05-08 20:04:49
37415000,0.0477,0,2023-05-08 20:04:49
37429000,0.0786,1,2023-05-08 20:04:49
37430000,0.106,1,2023-05-08 20:04:49
37432000,1.333,1,2023-05-08 20:04:49
37436000,0.1086,1,2023-05-08 20:04:49
37437000,0.0524,1,2023-05-08 20:04:49
price,quantity,type,timestamp
37420000,0.0309,0,2023-05-08 20:04:50
37419000,0.0234,0,2023-05-08 20:04:50
37418000,0.0833,0,2023-05-08 20:04:50
37417000,0.0244,0,2023-05-08 20:04:50
37415000,0.0477,0,2023-05-08 20:04:50
37429000,0.0709,1,2023-05-08 20:04:50
37430000,0.106,1,2023-05-08 20:04:50
37432000,1.333,1,2023-05-08 20:04:50
37436000,0.1086,1,2023-05-08 20:04:50
37437000,0.0524,1,2023-05-08 20:04:50
price,quantity,type,timestamp
37420000,0.0309,0,2023-05-08 20:04:51
37419000,0.0234,0,2023-05-08 20:04:51
37418000,0.0833,0,2023-05-08 20:04:51
37417000,0.0244,0,2023-05-08 20:04:51
37415000,0.0477,0,2023-05-08 20:04:51
37429000,0.0709,1,2023-05-08 20:04:51
37430000,0.106,1,2023-05-08 20:04:51
37432000,1.333,1,2023-05-08 20:04:51
37436000,0.1086,1,2023-05-08 20:04:51
37437000,0.0524,1,2023-05-08 20:04:51
price,quantity,type,timestamp
37420000,0.0309,0,2023-05-08 20:04:53
37419000,0.0234,0,2023-05-08 20:04:53
37418000,0.0833,0,2023-05-08 20:04:53
37417000,0.0244,0,2023-05-08 20:04:53
37415000,0.0477,0,2023-05-08 20:04:53
37429000,0.0709,1,2023-05-08 20:04:53
37430000,0.106,1,2023-05-08 20:04:53
37432000,1.333,1,2023-05-08 20:04:53
37436000,0.1086,1,2023-05-08 20:04:53
37437000,0.0524,1,2023-05-08 20:04:53
price,quantity,type,timestamp
37420000,0.0309,0,2023-05-08 20:04:54
37419000,0.0234,0,2023-05-08 20:04:54
37418000,0.0833,0,2023-05-08 20:04:54
37417000,0.0244,0,2023-05-08 20:04:54
37415000,0.0477,0,2023-05-08 20:04:54
37429000,0.0709,1,2023-05-08 20:04:54
37430000,0.106,1,2023-05-08 20:04:54
37432000,1.333,1,2023-05-08 20:04:54
37436000,0.1086,1,2023-05-08 20:04:54
37437000,0.0524,1,2023-05-08 20:04:54
price,quantity,type,timestamp
37420000,0.0309,0,2023-05-08 20:04:55
37419000,0.0234,0,2023-05-08 20:04:55
37418000,0.0833,0,2023-05-08 20:04:55
37417000,0.0244,0,2023-05-08 20:04:55
37415000,0.0477,0,2023-05-08 20:04:55
37429000,0.0709,1,2023-05-08 20:04:55
37430000,0.106,1,2023-05-08 20:04:55
37432000,1.333,1,2023-05-08 20:04:55
37435000,0.5335,1,2023-05-08 20:04:55
37436000,0.1086,1,2023-05-08 20:04:55
price,quantity,type,timestamp
37420000,0.0129,0,2023-05-08 20:04:56
37419000,0.0234,0,2023-05-08 20:04:56
37418000,0.0833,0,2023-05-08 20:04:56
37417000,0.0151,0,2023-05-08 20:04:56
37415000,0.0477,0,2023-05-08 20:04:56
37429000,0.0585,1,2023-05-08 20:04:56
37430000,0.106,1,2023-05-08 20:04:56
37432000,1.333,1,2023-05-08 20:04:56
37435000,0.5335,1,2023-05-08 20:04:56
37436000,0.1086,1,2023-05-08 20:04:56
price,quantity,type,timestamp
37420000,0.0129,0,2023-05-08 20:04:58
37419000,0.0234,0,2023-05-08 20:04:58
37418000,0.0833,0,2023-05-08 20:04:58
37417000,0.0151,0,2023-05-08 20:04:58
37415000,0.0477,0,2023-05-08 20:04:58
37429000,0.0585,1,2023-05-08 20:04:58
37430000,0.106,1,2023-05-08 20:04:58
37432000,1.333,1,2023-05-08 20:04:58
37435000,0.5335,1,2023-05-08 20:04:58
37436000,0.1086,1,2023-05-08 20:04:58
price,quantity,type,timestamp
37420000,0.0129,0,2023-05-08 20:04:59
37419000,0.0234,0,2023-05-08 20:04:59
37418000,0.0833,0,2023-05-08 20:04:59
37417000,0.0151,0,2023-05-08 20:04:59
37415000,0.0477,0,2023-05-08 20:04:59
37429000,0.0585,1,2023-05-08 20:04:59
37430000,0.106,1,2023-05-08 20:04:59
37432000,1.333,1,2023-05-08 20:04:59
37435000,0.5335,1,2023-05-08 20:04:59
37436000,0.1086,1,2023-05-08 20:04:59
price,quantity,type,timestamp
37420000,0.0129,0,2023-05-08 20:05:00
37419000,0.0234,0,2023-05-08 20:05:00
37418000,0.0833,0,2023-05-08 20:05:00
37417000,0.0151,0,2023-05-08 20:05:00
37415000,0.0477,0,2023-05-08 20:05:00
37429000,0.0585,1,2023-05-08 20:05:00
37430000,0.106,1,2023-05-08 20:05:00
37432000,1.333,1,2023-05-08 20:05:00
37435000,0.5335,1,2023-05-08 20:05:00
37436000,0.1086,1,2023-05-08 20:05:00
price,quantity,type,timestamp
37420000,0.0129,0,2023-05-08 20:05:02
37419000,0.0234,0,2023-05-08 20:05:02
37418000,0.0833,0,2023-05-08 20:05:02
37417000,0.0151,0,2023-05-08 20:05:02
37415000,0.0477,0,2023-05-08 20:05:02
37429000,0.0585,1,2023-05-08 20:05:02
37430000,0.106,1,2023-05-08 20:05:02
37432000,1.333,1,2023-05-08 20:05:02
37435000,0.5335,1,2023-05-08 20:05:02
37436000,0.1086,1,2023-05-08 20:05:02
price,quantity,type,timestamp
37420000,0.0129,0,2023-05-08 20:05:03
37419000,0.0234,0,2023-05-08 20:05:03
37418000,0.0833,0,2023-05-08 20:05:03
37417000,0.0151,0,2023-05-08 20:05:03
37415000,0.0477,0,2023-05-08 20:05:03
37429000,0.0161,1,2023-05-08 20:05:03
37430000,0.106,1,2023-05-08 20:05:03
37432000,1.3521,1,2023-05-08 20:05:03
37435000,0.5335,1,2023-05-08 20:05:03
37436000,0.1086,1,2023-05-08 20:05:03
price,quantity,type,timestamp
37420000,0.0129,0,2023-05-08 20:05:04
37419000,0.0234,0,2023-05-08 20:05:04
37418000,0.0833,0,2023-05-08 20:05:04
37417000,0.0151,0,2023-05-08 20:05:04
37415000,0.0477,0,2023-05-08 20:05:04
37429000,0.0161,1,2023-05-08 20:05:04
37430000,0.106,1,2023-05-08 20:05:04
37432000,1.3521,1,2023-05-08 20:05:04
37435000,0.5335,1,2023-05-08 20:05:04
37436000,0.1086,1,2023-05-08 20:05:04
price,quantity,type,timestamp
37420000,0.0129,0,2023-05-08 20:05:06
37419000,0.0234,0,2023-05-08 20:05:06
37418000,0.0833,0,2023-05-08 20:05:06
37417000,0.0151,0,2023-05-08 20:05:06
37415000,0.0477,0,2023-05-08 20:05:06
37429000,0.0161,1,2023-05-08 20:05:06
37430000,0.106,1,2023-05-08 20:05:06
37432000,1.3521,1,2023-05-08 20:05:06
37435000,0.5335,1,2023-05-08 20:05:06
37436000,0.1086,1,2023-05-08 20:05:06
price,quantity,type,timestamp
37420000,0.0129,0,2023-05-08 20:05:07
37419000,0.0234,0,2023-05-08 20:05:07
37418000,0.0833,0,2023-05-08 20:05:07
37417000,0.0151,0,2023-05-08 20:05:07
37415000,0.0477,0,2023-05-08 20:05:07
37429000,0.0161,1,2023-05-08 20:05:07
37430000,0.106,1,2023-05-08 20:05:07
37432000,1.3521,1,2023-05-08 20:05:07
37435000,0.5335,1,2023-05-08 20:05:07
37436000,0.1086,1,2023-05-08 20:05:07
price,quantity,type,timestamp
37420000,0.013,0,2023-05-08 20:05:08
37419000,0.0234,0,2023-05-08 20:05:08
37418000,0.0833,0,2023-05-08 20:05:08
37417000,0.0151,0,2023-05-08 20:05:08
37415000,0.0477,0,2023-05-08 20:05:08
37429000,0.0161,1,2023-05-08 20:05:08
37430000,0.106,1,2023-05-08 20:05:08
37432000,1.3521,1,2023-05-08 20:05:08
37435000,0.5335,1,2023-05-08 20:05:08
37436000,0.1086,1,2023-05-08 20:05:08
price,quantity,type,timestamp
37420000,0.013,0,2023-05-08 20:05:09
37419000,0.0234,0,2023-05-08 20:05:09
37418000,0.0833,0,2023-05-08 20:05:09
37417000,0.0151,0,2023-05-08 20:05:09
37415000,0.0477,0,2023-05-08 20:05:09
37429000,0.016,1,2023-05-08 20:05:09
37430000,0.106,1,2023-05-08 20:05:09
37432000,1.3521,1,2023-05-08 20:05:09
37435000,0.5335,1,2023-05-08 20:05:09
37436000,0.1086,1,2023-05-08 20:05:09
price,quantity,type,timestamp
37420000,0.013,0,2023-05-08 20:05:11
37419000,0.0234,0,2023-05-08 20:05:11
37418000,0.0833,0,2023-05-08 20:05:11
37417000,0.0151,0,2023-05-08 20:05:11
37415000,0.0477,0,2023-05-08 20:05:11
37429000,0.016,1,2023-05-08 20:05:11
37430000,0.106,1,2023-05-08 20:05:11
37432000,1.3521,1,2023-05-08 20:05:11
37433000,0.0459,1,2023-05-08 20:05:11
37435000,0.5335,1,2023-05-08 20:05:11
price,quantity,type,timestamp
37420000,0.013,0,2023-05-08 20:05:12
37419000,0.0234,0,2023-05-08 20:05:12
37418000,0.0833,0,2023-05-08 20:05:12
37417000,0.0151,0,2023-05-08 20:05:12
37415000,0.0477,0,2023-05-08 20:05:12
37429000,0.016,1,2023-05-08 20:05:12
37430000,0.1154,1,2023-05-08 20:05:12
37432000,1.3521,1,2023-05-08 20:05:12
37433000,0.0459,1,2023-05-08 20:05:12
37435000,0.5335,1,2023-05-08 20:05:12
price,quantity,type,timestamp
37422000,0.0847,0,2023-05-08 20:05:13
37421000,0.0621,0,2023-05-08 20:05:13
37420000,0.013,0,2023-05-08 20:05:13
37419000,0.0234,0,2023-05-08 20:05:13
37418000,0.0833,0,2023-05-08 20:05:13
37429000,0.016,1,2023-05-08 20:05:13
37430000,0.053,1,2023-05-08 20:05:13
37432000,1.292,1,2023-05-08 20:05:13
37436000,0.1086,1,2023-05-08 20:05:13
37437000,0.0524,1,2023-05-08 20:05:13
price,quantity,type,timestamp
37422000,0.0847,0,2023-05-08 20:05:15
37421000,0.0621,0,2023-05-08 20:05:15
37420000,0.013,0,2023-05-08 20:05:15
37419000,0.0234,0,2023-05-08 20:05:15
37418000,0.0833,0,2023-05-08 20:05:15
37429000,0.016,1,2023-05-08 20:05:15
37430000,0.053,1,2023-05-08 20:05:15
37432000,1.292,1,2023-05-08 20:05:15
37436000,0.1086,1,2023-05-08 20:05:15
37437000,0.0524,1,2023-05-08 20:05:15
price,quantity,type,timestamp
37422000,0.0847,0,2023-05-08 20:05:16
37421000,0.0621,0,2023-05-08 20:05:16
37420000,0.013,0,2023-05-08 20:05:16
37419000,0.0234,0,2023-05-08 20:05:16
37418000,0.0833,0,2023-05-08 20:05:16
37429000,0.016,1,2023-05-08 20:05:16
37430000,0.053,1,2023-05-08 20:05:16
37432000,1.292,1,2023-05-08 20:05:16
37436000,0.1086,1,2023-05-08 20:05:16
37437000,0.0524,1,2023-05-08 20:05:16
price,quantity,type,timestamp
37422000,0.0847,0,2023-05-08 20:05:17
37421000,0.0621,0,2023-05-08 20:05:17
37420000,0.013,0,2023-05-08 20:05:17
37419000,0.0234,0,2023-05-08 20:05:17
37418000,0.0833,0,2023-05-08 20:05:17
37429000,0.016,1,2023-05-08 20:05:17
37430000,0.053,1,2023-05-08 20:05:17
37432000,1.292,1,2023-05-08 20:05:17
37436000,0.1086,1,2023-05-08 20:05:17
37437000,0.0524,1,2023-05-08 20:05:17
price,quantity,type,timestamp
37422000,0.0847,0,2023-05-08 20:05:18
37421000,0.0621,0,2023-05-08 20:05:18
37420000,0.013,0,2023-05-08 20:05:18
37419000,0.0234,0,2023-05-08 20:05:18
37418000,0.0833,0,2023-05-08 20:05:18
37429000,0.016,1,2023-05-08 20:05:18
37430000,0.053,1,2023-05-08 20:05:18
37432000,1.292,1,2023-05-08 20:05:18
37436000,0.1086,1,2023-05-08 20:05:18
37437000,0.0524,1,2023-05-08 20:05:18
price,quantity,type,timestamp
37422000,0.0676,0,2023-05-08 20:05:20
37421000,0.0621,0,2023-05-08 20:05:20
37420000,0.013,0,2023-05-08 20:05:20
37419000,0.0234,0,2023-05-08 20:05:20
37418000,0.0833,0,2023-05-08 20:05:20
37429000,0.016,1,2023-05-08 20:05:20
37430000,0.053,1,2023-05-08 20:05:20
37432000,1.292,1,2023-05-08 20:05:20
37436000,0.1086,1,2023-05-08 20:05:20
37437000,0.0524,1,2023-05-08 20:05:20
price,quantity,type,timestamp
37421000,0.0621,0,2023-05-08 20:05:21
37420000,0.013,0,2023-05-08 20:05:21
37419000,0.0234,0,2023-05-08 20:05:21
37418000,0.0833,0,2023-05-08 20:05:21
37417000,0.0151,0,2023-05-08 20:05:21
37429000,0.016,1,2023-05-08 20:05:21
37430000,0.053,1,2023-05-08 20:05:21
37432000,1.292,1,2023-05-08 20:05:21
37436000,0.1086,1,2023-05-08 20:05:21
37437000,0.0524,1,2023-05-08 20:05:21
price,quantity,type,timestamp
37421000,0.0621,0,2023-05-08 20:05:22
37420000,0.013,0,2023-05-08 20:05:22
37419000,0.0234,0,2023-05-08 20:05:22
37418000,0.0833,0,2023-05-08 20:05:22
37417000,0.0151,0,2023-05-08 20:05:22
37429000,0.016,1,2023-05-08 20:05:22
37430000,0.053,1,2023-05-08 20:05:22
37432000,1.292,1,2023-05-08 20:05:22
37436000,0.1086,1,2023-05-08 20:05:22
37437000,0.0524,1,2023-05-08 20:05:22
price,quantity,type,timestamp
37421000,0.0621,0,2023-05-08 20:05:24
37420000,0.013,0,2023-05-08 20:05:24
37419000,0.0234,0,2023-05-08 20:05:24
37418000,0.0833,0,2023-05-08 20:05:24
37417000,0.0151,0,2023-05-08 20:05:24
37429000,0.016,1,2023-05-08 20:05:24
37430000,0.053,1,2023-05-08 20:05:24
37432000,1.292,1,2023-05-08 20:05:24
37435000,0.0396,1,2023-05-08 20:05:24
37436000,0.1086,1,2023-05-08 20:05:24
price,quantity,type,timestamp
37421000,0.0621,0,2023-05-08 20:05:25
37420000,0.013,0,2023-05-08 20:05:25
37419000,0.0234,0,2023-05-08 20:05:25
37418000,0.0833,0,2023-05-08 20:05:25
37417000,0.0151,0,2023-05-08 20:05:25
37429000,0.016,1,2023-05-08 20:05:25
37430000,0.0613,1,2023-05-08 20:05:25
37432000,1.292,1,2023-05-08 20:05:25
37435000,0.0396,1,2023-05-08 20:05:25
37436000,0.1086,1,2023-05-08 20:05:25
price,quantity,type,timestamp
37421000,0.0621,0,2023-05-08 20:05:26
37420000,0.013,0,2023-05-08 20:05:26
37419000,0.0234,0,2023-05-08 20:05:26
37418000,0.0833,0,2023-05-08 20:05:26
37417000,0.0151,0,2023-05-08 20:05:26
37429000,0.016,1,2023-05-08 20:05:26
37430000,0.0613,1,2023-05-08 20:05:26
37432000,1.292,1,2023-05-08 20:05:26
37435000,0.0396,1,2023-05-08 20:05:26
37436000,0.1086,1,2023-05-08 20:05:26
price,quantity,type,timestamp
37420000,0.013,0,2023-05-08 20:05:28
37419000,0.0234,0,2023-05-08 20:05:28
37418000,0.0833,0,2023-05-08 20:05:28
37417000,0.0151,0,2023-05-08 20:05:28
37416000,0.0647,0,2023-05-08 20:05:28
37429000,0.016,1,2023-05-08 20:05:28
37430000,0.0613,1,2023-05-08 20:05:28
37432000,1.292,1,2023-05-08 20:05:28
37433000,0.0611,1,2023-05-08 20:05:28
37435000,0.0396,1,2023-05-08 20:05:28
price,quantity,type,timestamp
37420000,0.013,0,2023-05-08 20:05:29
37419000,0.0234,0,2023-05-08 20:05:29
37418000,0.0833,0,2023-05-08 20:05:29
37417000,0.0151,0,2023-05-08 20:05:29
37416000,0.0647,0,2023-05-08 20:05:29
37429000,0.016,1,2023-05-08 20:05:29
37430000,0.0613,1,2023-05-08 20:05:29
37432000,1.292,1,2023-05-08 20:05:29
37433000,0.0611,1,2023-05-08 20:05:29
37435000,0.0396,1,2023-05-08 20:05:29
price,quantity,type,timestamp
37420000,0.013,0,2023-05-08 20:05:30
37419000,0.0234,0,2023-05-08 20:05:30
37418000,0.0833,0,2023-05-08 20:05:30
37417000,0.0151,0,2023-05-08 20:05:30
37416000,0.0647,0,2023-05-08 20:05:30
37429000,0.016,1,2023-05-08 20:05:30
37430000,0.0613,1,2023-05-08 20:05:30
37432000,1.292,1,2023-05-08 20:05:30
37433000,0.0611,1,2023-05-08 20:05:30
37435000,0.0396,1,2023-05-08 20:05:30
price,quantity,type,timestamp
37420000,0.013,0,2023-05-08 20:05:32
37419000,0.0234,0,2023-05-08 20:05:32
37418000,0.0833,0,2023-05-08 20:05:32
37417000,0.0151,0,2023-05-08 20:05:32
37416000,0.0647,0,2023-05-08 20:05:32
37422000,0.0084,1,2023-05-08 20:05:32
37429000,0.016,1,2023-05-08 20:05:32
37430000,0.0613,1,2023-05-08 20:05:32
37432000,1.292,1,2023-05-08 20:05:32
37433000,0.0611,1,2023-05-08 20:05:32
price,quantity,type,timestamp
37421000,0.1481,0,2023-05-08 20:05:33
37420000,0.013,0,2023-05-08 20:05:33
37419000,0.0234,0,2023-05-08 20:05:33
37418000,0.0833,0,2023-05-08 20:05:33
37417000,0.0232,0,2023-05-08 20:05:33
37429000,0.0137,1,2023-05-08 20:05:33
37432000,1.292,1,2023-05-08 20:05:33
37436000,0.1086,1,2023-05-08 20:05:33
37437000,0.0524,1,2023-05-08 20:05:33
37438000,0.073,1,2023-05-08 20:05:33
price,quantity,type,timestamp
37421000,0.1481,0,2023-05-08 20:05:35
37420000,0.013,0,2023-05-08 20:05:35
37419000,0.08,0,2023-05-08 20:05:35
37418000,0.0833,0,2023-05-08 20:05:35
37417000,0.0232,0,2023-05-08 20:05:35
37429000,0.0137,1,2023-05-08 20:05:35
37432000,1.292,1,2023-05-08 20:05:35
37436000,0.1733,1,2023-05-08 20:05:35
37437000,0.0524,1,2023-05-08 20:05:35
37438000,0.1991,1,2023-05-08 20:05:35
price,quantity,type,timestamp
37421000,0.1481,0,2023-05-08 20:05:36
37420000,0.013,0,2023-05-08 20:05:36
37419000,0.08,0,2023-05-08 20:05:36
37418000,0.0833,0,2023-05-08 20:05:36
37417000,0.0232,0,2023-05-08 20:05:36
37429000,0.0137,1,2023-05-08 20:05:36
37432000,1.292,1,2023-05-08 20:05:36
37436000,0.1733,1,2023-05-08 20:05:36
37437000,0.0524,1,2023-05-08 20:05:36
37438000,0.1991,1,2023-05-08 20:05:36
price,quantity,type,timestamp
37421000,0.1481,0,2023-05-08 20:05:37
37420000,0.013,0,2023-05-08 20:05:37
37419000,0.08,0,2023-05-08 20:05:37
37418000,0.0833,0,2023-05-08 20:05:37
37417000,0.0232,0,2023-05-08 20:05:37
37432000,1.292,1,2023-05-08 20:05:37
37436000,0.1733,1,2023-05-08 20:05:37
37437000,0.0524,1,2023-05-08 20:05:37
37438000,0.1837,1,2023-05-08 20:05:37
37439000,0.5612,1,2023-05-08 20:05:37
price,quantity,type,timestamp
37421000,0.1481,0,2023-05-08 20:05:39
37420000,0.013,0,2023-05-08 20:05:39
37419000,0.08,0,2023-05-08 20:05:39
37418000,0.0833,0,2023-05-08 20:05:39
37417000,0.0232,0,2023-05-08 20:05:39
37432000,1.292,1,2023-05-08 20:05:39
37436000,0.1733,1,2023-05-08 20:05:39
37437000,0.0524,1,2023-05-08 20:05:39
37438000,0.1837,1,2023-05-08 20:05:39
37439000,0.5612,1,2023-05-08 20:05:39
price,quantity,type,timestamp
37421000,0.1481,0,2023-05-08 20:05:40
37420000,0.013,0,2023-05-08 20:05:40
37419000,0.08,0,2023-05-08 20:05:40
37418000,0.0833,0,2023-05-08 20:05:40
37417000,0.0232,0,2023-05-08 20:05:40
37432000,1.292,1,2023-05-08 20:05:40
37436000,0.1733,1,2023-05-08 20:05:40
37437000,0.0524,1,2023-05-08 20:05:40
37438000,0.1837,1,2023-05-08 20:05:40
37439000,0.5612,1,2023-05-08 20:05:40
price,quantity,type,timestamp
37421000,0.1481,0,2023-05-08 20:05:41
37420000,0.013,0,2023-05-08 20:05:41
37419000,0.08,0,2023-05-08 20:05:41
37418000,0.0833,0,2023-05-08 20:05:41
37417000,0.0232,0,2023-05-08 20:05:41
37432000,1.292,1,2023-05-08 20:05:41
37436000,0.1733,1,2023-05-08 20:05:41
37437000,0.0524,1,2023-05-08 20:05:41
37438000,0.1837,1,2023-05-08 20:05:41
37439000,0.5612,1,2023-05-08 20:05:41
price,quantity,type,timestamp
37420000,0.013,0,2023-05-08 20:05:43
37419000,0.1432,0,2023-05-08 20:05:43
37418000,0.0833,0,2023-05-08 20:05:43
37417000,0.0232,0,2023-05-08 20:05:43
37415000,0.0477,0,2023-05-08 20:05:43
37432000,1.307,1,2023-05-08 20:05:43
37436000,0.1733,1,2023-05-08 20:05:43
37437000,0.0524,1,2023-05-08 20:05:43
37438000,0.1837,1,2023-05-08 20:05:43
37439000,0.5612,1,2023-05-08 20:05:43
price,quantity,type,timestamp
37419000,0.1432,0,2023-05-08 20:05:44
37418000,0.0833,0,2023-05-08 20:05:44
37417000,0.0232,0,2023-05-08 20:05:44
37415000,0.0477,0,2023-05-08 20:05:44
37414000,0.0572,0,2023-05-08 20:05:44
37432000,1.307,1,2023-05-08 20:05:44
37436000,0.1733,1,2023-05-08 20:05:44
37437000,0.0524,1,2023-05-08 20:05:44
37438000,0.1837,1,2023-05-08 20:05:44
37439000,0.5612,1,2023-05-08 20:05:44
price,quantity,type,timestamp
37422000,0.2472,0,2023-05-08 20:05:45
37419000,0.1432,0,2023-05-08 20:05:45
37418000,0.0833,0,2023-05-08 20:05:45
37417000,0.0232,0,2023-05-08 20:05:45
37415000,0.053,0,2023-05-08 20:05:45
37432000,1.307,1,2023-05-08 20:05:45
37436000,0.1733,1,2023-05-08 20:05:45
37437000,0.0524,1,2023-05-08 20:05:45
37438000,0.1837,1,2023-05-08 20:05:45
37439000,0.0278,1,2023-05-08 20:05:45
price,quantity,type,timestamp
37422000,0.0088,0,2023-05-08 20:05:47
37419000,0.1432,0,2023-05-08 20:05:47
37418000,0.0833,0,2023-05-08 20:05:47
37417000,0.0232,0,2023-05-08 20:05:47
37415000,0.053,0,2023-05-08 20:05:47
37432000,1.307,1,2023-05-08 20:05:47
37436000,0.1733,1,2023-05-08 20:05:47
37437000,0.0524,1,2023-05-08 20:05:47
37438000,0.7171,1,2023-05-08 20:05:47
37439000,0.0278,1,2023-05-08 20:05:47
price,quantity,type,timestamp
37422000,0.0088,0,2023-05-08 20:05:48
37419000,0.1432,0,2023-05-08 20:05:48
37418000,0.0833,0,2023-05-08 20:05:48
37417000,0.0232,0,2023-05-08 20:05:48
37415000,0.053,0,2023-05-08 20:05:48
37432000,1.307,1,2023-05-08 20:05:48
